HHA CCN,HHA Brand Name,HHA ID Owner,HHA Name Owner,HHA DBA Owner,HHA NPI,HHA ID,HHA Name,HHA DBA,HHA Address,HHA City,HHA Zip,HHA Fips,HHA County,HHA State,HHA State Cd,HHA CBSA,HHA Rating,HHA Auth Person,HHA Auth Person Desgn,HHA Auth Person Tele
108001,Centerwell ,6901714534,CENTERWELL HEALTH SERVICES INC,"GENTIVA HEALTH SERVICES, INC.",1982606240,0840102851,"A & A HOMECARE, INC.",TRILOGY HOME HEALTHCARE,103 HWY 71 NORTH,WEWAHITCHKA,32465,12045,GULF,Florida,FL,Non Metropolitan,4,JAMIE HYNES,PRESIDENT,561-385-9409
257111,Enhabit,446772776,"8 KNOTS MANAGEMENT, LLC",,1013142066,8820132038,"CAMELLIA HOME HEALTH OF THE GULF COAST, LLC",ENHABIT HOME HEALTH OF THE GULF COAST,"360 COURTHOUSE ROAD, SUITE E",GULFPORT,39507,28047,HARRISON,Mississippi,MS,"Gulfport-Biloxi, MS",3,JULIE JOLLEY,EVP OF HOME HEALTH OPERATIONS,214-239-6500
141341,,,,,1942326970,3274437348,PANA COMMUNITY HOSPITAL ASSOCIATION,,101 E NINTH STREET,PANA,62557,17021,CHRISTIAN,Illinois,IL,"Taylorville, IL",-,KATRINA CASNER,CHIEF EXECTIVE OFFICER,217-562-2131
057274,Commonspirit Health at Home,3678530714,CONSOLIDATED HEALTH SERVICES LLC,COMMONSPIRIT HEALTH AT HOME,1851494231,9032458013,DIGNITY COMMUNITY CARE,WOODLAND HEALTHCARE HOME HEALTH,1207 FAIRCHILD COURT,WOODLAND,95695,06113,YOLO,California,CA,"Sacramento-Roseville-Folsom, CA",3.5,"JOSEPH D'ANGINA",CHIEF FINANCIAL OFFICER,530-669-5372
757613,,,,,1568124055,3870981681,UNLIMITED CARE HOME HEALTH INC,,525 N BRAND BLVD SUITE 102,GLENDALE,91203,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,VARDGES PAYLEVANYAN,OWNER,805-383-0077
147760,,,,,1760474076,4183536089,"CARE CHOICE HOME HEALTH, INC.",,"8707 SKOKIE BLVD, STE 306",SKOKIE,60077,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",2,FROILAN BELLO,ADMINISTRATOR,847-329-0648
687128,,,,,1710547641,4789094160,COMFORT CARE HOMECARE INC,,23123 STATE RD 7 SUITE 340,BOCA RATON,33428,12099,PALM BEACH,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",4,CHARLENE ANGLIN,PRESIDENT,561-644-7163
107446,Enhabit,446772776,"8 KNOTS MANAGEMENT, LLC",,1265100788,3476948332,"EH HEALTH HOME HEALTH OF MIAMI, LLC",ENHABIT HOME HEALTH,12400 SW 127 AVE,MIAMI,33186,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",4,JULIE JOLLEY,EVP OF HOME HEALTH OPERATIONS,214-239-6500
017319,Amedisys,8820070139,"AMEDISYS HOME HEALTH OF ALABAMA, LLC",AMEDISYS HOME HEALTH,1174581474,8820070139,"AMEDISYS HOME HEALTH OF ALABAMA, LLC",AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,36109,01101,MONTGOMERY,Alabama,AL,"Montgomery, AL",4.5,TRAVIS MIGLICCO,VP TAX,225-299-3803
757189,,5698170850,JAX MED GROUP INC,,1972170082,6608271861,JAX HOME HEALTH INC,,230 N MARYLAND AVE SUITE 301,GLENDALE,91206,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",1.5,JACQUELINE PANOSSIAN,CEO,747-877-9240
447188,Amedisys,3072421957,AMEDISYS INC,AMEDISYS INC A DELAWARE CORP,1639149586,1951329176,"COMPREHENSIVE HOME HEALTHCARE SERVICES, L.L.C.",AMEDISYS HOME HEALTH OF TENNESSEE,1006 OLD KNOXVILLE ROAD,TAZEWELL,37879,47025,CLAIBORNE,Tennessee,TN,Non Metropolitan,4.5,SCOTT GINN,CFO,225-299-3726
050104,,749209252,"PRIME HEALTHCARE SERVICES, INC",,1114547114,1153751375,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,ST. FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,90262,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4,CHRISTOPHER DOAN,MANAGING ASSOCIATE GENERAL COUNSEL,310-259-4706
398110,,,,,1114168952,7719036524,"AURORA HOME CARE, INC",,520 BUSTLETON PIKE,FEASTERVILLE,19053,42017,BUCKS,Pennsylvania,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3,LOLA MANANOVA,OWNER,215-354-4444
347056,,3375897705,HEALTHVIEW HOME HEALTH & HOSPICE,HEALTHVIEW HOME HEALTH & HOSPICE,1811470289,3375897705,HEALTHVIEW HOME HEALTH & HOSPICE,HEALTHVIEW HOME HEALTH & HOSPICE,"130 S FRANKLIN STREET, SUITE 401",ROCKY MOUNT,27804,37127,NASH,North Carolina,NC,"Rocky Mount, NC",2.5,CAROL ROBERSON,PRESIDENT,910-332-2346
757408,,,,,1851965263,3779964226,MILAVA HOME HEALTH CARE INC,,595 E COLORADO BLVD SUITE 614,PASADENA,91101,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",-,TIGRAN AVAGYAN,CEO,626-631-2045
059138,,,,,1306011507,9436228822,FIRST SMILE HOME HEALTH CARE INC,,2314 W BURBANK BLVD,BURBANK,91506,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3,AKOP ABRAMIAN,CEO/PRESIDENT,818-951-1565
757092,,7911267844,AHC CALIFORNIA FACILITIES CORPORATION,,1376051383,6709141500,AHC HOME HEALTH OF SACRAMENTO LLC,ADVANCED HOME HEALTH & HOSPICE OF SACRAMENTO,1411 EXPO PARKWAY,SACRAMENTO,95815,06067,SACRAMENTO,California,CA,"Sacramento-Roseville-Folsom, CA",3,FOREST ARNETT,PRESIDENT,801-447-9860
377699,,7618110719,"KPAR INVESTMENTS, LLC",CYPRESS HOME CARE,1336195312,7618110719,"KPAR INVESTMENTS, LLC",CYPRESS HOME CARE,"2816 EAST JACKSON STREET, SUITE B",HUGO,74743,40023,CHOCTAW,Oklahoma,OK,Non Metropolitan,2,ANDRA RAULSTON,ADMINISTRATOR,580-317-9333
367428,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1225016124,4183635659,"CAMBRIDGE HOME HEALTH CARE, INC.",CAMBRIDGE HOME HEALTH CARE,"1313 WEST BOGART ROAD, SUITE 2B",SANDUSKY,44870,39043,ERIE,Ohio,OH,"Sandusky, OH",-,JOSHUA PROFFITT,PRESIDENT,337-233-1307
369009,,1557743382,OHIO HOME HEALTH LLC,,1841562378,8729242128,BLESSED HOME HEALTH CARE AGENCY LLC,,"2735 NAVARRE AVENUE, SUITE 102",OREGON,43616,39095,LUCAS,Ohio,OH,"Toledo, OH",4.5,KELLY NAYPAUER,ADMINISTRATOR,567-315-8786
050039,,,,,1417901091,9739092388,ENLOE MEDICAL CENTER,ENLOE HEALTH,1531 ESPLANADE,CHICO,95926,06007,BUTTE,California,CA,"Chico, CA",2,CHRISTINE VENARD,PFS DIRECTOR,530-332-6331
059538,,,,,1588962740,1355507484,NOR-CAL PROFESSIONAL HOME HEALTH CARE SERVICES INC,,"3031 TISCH WAY, SUITE 100",SAN JOSE,95128,06085,SANTA CLARA,California,CA,"San Jose-Sunnyvale-Santa Clara, CA",3,WARREN DELFIN,OWNER / PRESIDENT,650-581-1359
103144,,,,,1811254899,7517121825,"FAMILY HOME CARE GROUP, LLC",,622 E WASHINGTON ST STE 200,ORLANDO,32801,12095,ORANGE,Florida,FL,"Orlando-Kissimmee-Sanford, FL",4.5,LEA BALL,OWNER/ADMINISTRATOR,407-401-9146
059012,,,,,1497880645,9335241058,"A TO Z HOME HEALTH, INC.",,212 NORTH GLENDALE AVE SUITE 200,GLENDALE,91206,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4,LUSINE OVSEPIAN,CEO,818-509-3000
077134,,4183948961,THE JOHN F KEENE FAMILY TRUST,,1790763126,3072602390,"INTERIM HEALTHCARE OF HARTFORD, INC",,231 FARMINGTON AVE,FARMINGTON,06032,,,,,,2.5,PAUL PISANO,CEO,860-470-8855
058405,,,,,1134261704,6406947001,ALLIED HEALTHCARE PROFESSIONALS INC,,869 LINDAWOOD STREET,NEWBURY PARK,91320,06111,VENTURA,California,CA,"Oxnard-Thousand Oaks-Ventura, CA",4.5,SIVI MIGUELENA,DOPCS,805-300-2428
748031,,,,,1689122251,9739597147,HEARTS THAT CARE HOME CARE AGENCY LLC,,2840 KELLER SPRING ROAD SUITE 1001 A,CARROLLTON,75006,48113,DALLAS,Texas,TX,"Dallas-Fort Worth-Arlington, TX",3.5,MRUGESHKUMAR SONI,ALTERNATE ADMINISTRATOR,214-458-3103
687210,,2062837586,MEDSPEC GROUP LLC,,1902489966,1850774050,KEYSTONE HOME HEALTH D6 LLC,KEYSTONE HOME HEALTH,10002 PRINCESS PALM AVE STE 216,TAMPA,33619,12057,HILLSBOROUGH,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",3.5,RICHARD GARBACIK,CHIEF FINANCIAL OFFICER,813-372-5777
397051,,8022001924,GRAND VIEW HOSPITAL,GVMP SPECIALTY ASSOCIATES,1043278500,8022001924,GRAND VIEW HOSPITAL,GRAND VIEW HOME CARE,4 LIFE MARK DRIVE,SELLERSVILLE,18960,42017,BUCKS,Pennsylvania,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,ARTHUR ANDERSON,CFO,215-453-4120
187178,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1588848238,6608948807,"CARETENDERS VS OF WESTERN KY, LLC",CARETENDERS,"2200 EAST PARRISH AVENUE, BLDG E, SUITE 203",OWENSBORO,42303,21059,DAVIESS,Kentucky,KY,"Owensboro, KY",4.5,JOSHUA PROFFITT,PRESIDENT,337-233-1307
453107,,,,,1447736996,1456691427,HANA HOME HEALTH CARE INC,HANA CARE TEXAS,223 W ANDERSON LANE SUITE A110,AUSTIN,78752,48453,TRAVIS,Texas,TX,"Austin-Round Rock-San Marcos, TX",1,RYAN KIM,ADMINISTRATOR/OWNER,512-284-7757
679010,,2567793714,BONITA PORT ARTHUR,,1821395211,7911039904,BEK HEALTH SERVICES LLC,BAY VIEW HOME HEALTH SERVICES,7714 A HWY 146,BAYTOWN,77523,48071,CHAMBERS,Texas,TX,"Houston-Pasadena-The Woodlands, TX",4,SEAN KRAJEWSKI,PRESIDENT,281-573-7000
067509,,,,,1437417078,0648429175,ESTRELLA HOME HEALTH CARE INC,,4155 E JEWELL AVE STE 809,DENVER,80222,08031,DENVER,Colorado,CO,"Denver-Aurora-Centennial, CO",-,WENDEL AKINS,BUSINESS DEVELOPMENT,623-792-7282
377623,,,,,1174647242,5395905079,CORNERSTONE HOME HEALTH CARE,CORNERSTONE HOME HEALTH CARE,"1409 SOUTH MUSKOGEE AVENUE, SUITE 1",TAHLEQUAH,74464,40021,CHEROKEE,Oklahoma,OK,"Tahlequah, OK",-,JAMES ROUNTREE,OWNER          ADMINSTRATOR,918-453-0040
187049,,1456255330,CUMBERLAND VALLEY DISTRICT HEALTH DEPARTMENT,CUMBERLAND VALLEY DISTRICT HOME HEALTH AGENCY,1982762514,1456255330,CUMBERLAND VALLEY DISTRICT HEALTH DEPARTMENT,CUMBERLAND VALLEY DISTRICT HOME HEALTH AGENCY,"470 MANCHESTER SQUARE, SUITE 212",MANCHESTER,40962,21051,CLAY,Kentucky,KY,"Corbin, KY",2.5,GLENNA HENSLEY,HOME HEALTH MANAGER,606-598-5564
687293,,,,,1699401687,7315310547,PALACE HOME HEALTH CARE CORP,SARRIA HOME HEALTH,"14331 SW 120TH ST, STE 206",MIAMI,33186,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.5,JEYLOR SARRIA,OWNER,786-254-7618
747372,,,,,1548436207,2961570809,DIVINE EDGE HEALTH SERVICES LLC,,3008 E HEBRON PKWY STE 500,CARROLLTON,75010,48121,DENTON,Texas,TX,"Dallas-Fort Worth-Arlington, TX",-,OLUYEMISI AKINODE,ADMINISTRATOR,214-493-3118
239358,,,,,1427768308,6608223094,COMPASSIONATE MERCY HOME HEALTH CARE LLC,,6358 DEXTER ST,ROMULUS,48174,26163,WAYNE,Michigan,MI,"Detroit-Warren-Dearborn, MI",-,MERCY NONO,"CEO, ADMINISTRATOR",313-573-8951
447269,,2769916410,"AFAM HOLDING CO VII, LLC",,1740250612,1658428909,CLEVELAND HOME CARE SERVICES LLC,TENNOVA HOME HEALTH - CLEVELAND,"2440 OAKLAND DR., NW",CLEVELAND,37311,47011,BRADLEY,Tennessee,TN,"Cleveland, TN",4,JOSHUA PROFFITT,TREASURER,337-233-1307
037478,,,,,1982154076,5193013720,PREMIER ONE HOME CARE LLC,,"931 EAST SOUTHERN AVENUE, SUITE #110",MESA,85204,04013,MARICOPA,Arizona,AZ,"Phoenix-Mesa-Chandler, AZ",2.5,NARINDER MUDHAR,ADMINISTRATOR/CFO,480-773-6837
337257,HCR AND OR HCR HOME CARE,1254583321,L WOERNER INC TR UNDER HCR EMPLOYEE STOCK OWNERSHIP PLAN,,1649285354,8527979053,L WOERNER INC,HCR AND OR HCR HOME CARE,85 METRO PARK,ROCHESTER,14623,36055,MONROE,New York,NY,"Rochester, NY",2.5,LOUISE WOERNER,CEO,585-272-1901
017103,,,,,1912060260,6709873235,TOMBIGBEE HEALTHCARE AUTHORITY,WHITFIELD REGIONAL HOSPITAL HOME HEALTH AGENCY,105 HIGHWAY 80 EAST,DEMOPOLIS,36732,01091,MARENGO,Alabama,AL,Non Metropolitan,2,DOUGLAS BREWER,CEO ADMINISTRATOR,334-287-2500
147251,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1437138070,6305996471,CROSSROADS HOME CARE SERVICES LLC,MEDERI CARETENDERS,4112 N WATER TOWER PLACE SUITE A,MOUNT VERNON,62864,17081,JEFFERSON,Illinois,IL,"Mount Vernon, IL",3.5,JOSHUA PROFFITT,PRESIDENT,373-233-1307
227027,,,,,1568424927,5597778936,"COMMUNITY NURSE HOME CARE, INC.",,62 CENTER ST,FAIRHAVEN,02719,25005,BRISTOL,Massachusetts,MA,"Providence-Warwick, RI-MA",4.5,LISA PARENT,PRESIDENT/CEO,508-992-6278
327008,Presbyterian Home Healthcare,9234041708,PRESBYTERIAN HEALTHCARE SERVICES,SOCORRO GENERAL HOSPITAL HOME HEALTHCARE,1881670214,9234041708,PRESBYTERIAN HEALTHCARE SERVICES,PRESBYTERIAN HOME HEALTHCARE,"8100 CONSTITUTION PLACE NE, SUITE 400",ALBUQUERQUE,87110,35001,BERNALILLO,New Mexico,NM,"Albuquerque, NM",3.5,DALE MAXWELL,VP FINANCE/CFO DELIVERY SYSTEM,505-923-5353
397736,INTERIM,5092761569,SALO INC,INTERIM HEALTHCARE RMC,1144277161,8325956675,"INTERIM HEALTHCARE OF PITTSBURGH, INC.",INTERIM HEALTHCARE OF ERIE,2206 W 15TH STREET,ERIE,16505,42049,ERIE,Pennsylvania,PA,"Erie, PA",3,THOMAS DIMARCO,CHIEF EXECUTIVE OFFICER,614-436-9404
407019,,749186252,HEALTH ALTERNATIVE ADVISORS,,1295038107,2062692742,AMERICARE HOMEHEALTH SERVICES,,AVE. DE DIEGO 580 2DO PISO STE B,SAN JUAN,00920,72127,SAN JUAN,Puerto Rico,PR,"San Juan-Bayamón-Caguas, PR",2,CARMEN SANTIAGO,CEO/OWNER,817-310-1100
458294,,,,,1003919226,4880860196,"VALLEY HOME HEALTH, INC",FAMILY HOME HEALTH SERVICES,5213 S MCCOLL ROAD,EDINBURG,78539,48215,HIDALGO,Texas,TX,"McAllen-Edinburg-Mission, TX",1.5,ARNULFO MARTINEZ,ADMINISTRATOR,956-381-9294
687047,,,,,1780031914,6305173584,BLOOMING GARDENS OF CARE INC,,13688 W HILLSBOROUGH AVE,TAMPA,33635,12057,HILLSBOROUGH,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",1.5,IMERCY GARCIA HERNANDEZ,CEO,813-787-2964
297312,,5496170219,HONESTY HOME HEALTH CARE LLC,,1659996676,5496170219,HONESTY HOME HEALTH CARE LLC,,5024 ALTA DR STE B,LAS VEGAS,89107,32003,CLARK,Nevada,NV,"Las Vegas-Henderson-North Las Vegas, NV",-,PAUL JAMES OBUNGEN,ADMINISTRATOR,908-265-3303
057456,,,,,1881773430,2062499122,"PARAMOUNT HOME CARE, INC.",,"12235 BEACH BLVD., STE 102",STANTON,90680,06059,ORANGE,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2,JOEL LACSON,CEO,714-994-1250
559543,,,,,1063979417,3274965918,KURE MEDICAL SOLUTIONS INC,KURE HOME HEALTH,1050 SHAW AVE SUITE 1053,CLOVIS,93612,06019,FRESNO,California,CA,"Fresno, CA",3,PARMINDER BINNING,OWNER,559-283-0176
457440,,,,,1124491014,4082917224,CMV HOME HEALTH LLC,,6113 TORIBIO DRIVE,LAREDO,78043,48479,WEBB,Texas,TX,"Laredo, TX",-,JUAN ESPARZA,ALTERNATE ADMINISTRATOR,956-568-3120
037412,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1265979033,0345524823,ARIZONA IN-HOME PARTNER-II LLC,VALLEY VIEW HOME HEALTH,"2020 SILVER CREEK ROAD, SUITE 114",BULLHEAD CITY,86442,04015,MOHAVE,Arizona,AZ,"Lake Havasu City-Kingman, AZ",4.5,NICHOLAS GACHASSIN,SECRETARY,337-233-1307
557468,,8426148982,TOTAL HOME HEALTH,,1699766212,8426148982,TOTAL HOME HEALTH,,440 W COLORADO ST SUITE 208A,GLENDALE,91204,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",3,KETAN PATEL,ADMINISTRATOR,805-728-0584
155133,,2860855913,"MAJESTIC CARE OF BLOOMINGTON, LLC",MAJESTIC CARE OF BLOOMINGTON,1851713283,7214916113,COLUMBUS REGIONAL HOSPITAL,THE BELMONT HEALTH & REHABILITATION,540 BELMONT DRIVE,COLUMBUS,47201,18005,BARTHOLOMEW,Indiana,IN,"Columbus, IN",3,ANNETTE JOBE,TREASURER,812-375-3334
747307,,,,,1467624122,6507921525,"LA ESPERANZA HOME HEALTH, INC.",,5703 SPRINGFIELD AVE,LAREDO,78041,48479,WEBB,Texas,TX,"Laredo, TX",2,MANUEL RAMIREZ,ACCOUNTANT,956-723-4702
148069,,,,,1265635775,9931283157,HOMEHEALTH CONNECT INC,,2340 S ARLINGTON HEIGHTS RD STE 420,ARLINGTON HEIGHTS,60005,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",5,JULIETA AMANTE,ADMINISTRATOR,847-258-4603
109710,,,,,1578954335,0547581373,ELITE HOME HEALTH GROUP INC,,101 PLAZA REAL SOUTH STE 213,BOCA RATON,33432,12099,PALM BEACH,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",4.5,MEGAN BERRY,ADMINISTRATOR,561-509-5800
237435,Heartland Home Health,8426405309,"ROCKETS HOLDING, INC.",,1073214177,4981051869,MIDWEST ROCKETS HH LLC,HEARTLAND HOME HEALTH (WEST BRANCH),564 PROGRESS STREET,WEST BRANCH,48661,26129,OGEMAW,Michigan,MI,Non Metropolitan,4,JANET COMBS,VP OF LICENSURE,704-664-2876
140189,,5092614867,SARAH BUSH LINCOLN HEALTH CENTER,SARAH BUSH LINCOLN FAYETTE COUNTY HOSPITAL RHC ST. ELMO,1669564662,5092614867,SARAH BUSH LINCOLN HEALTH CENTER,,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,61938,17029,COLES,Illinois,IL,"Charleston-Mattoon, IL",2,SEAN FISCHER,CHIEF FINANCIAL OFFICER,217-258-2591
557727,,4587949987,SAY CAPITAL LLC,,1881226322,4385060888,HEALTHVIEW HOME HEALTH LLC,,12750 CENTER COURT DR SUITE 670,CERRITOS,90703,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2.5,STEVEN ATLAS,CEO,562-468-0136
059045,,,,,1013046416,3971606625,"OPTIMUM HOME HEALTHCARE, INC.",,20121 VENTURA BLVD SUITE 302,WOODLAND HILLS,91364,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2.5,FELICIDAD ISAGA,CEO,818-888-5889
047001,CHI ST. VINCENT HEALTH AT HOME,2466620059,CHI NATIONAL SERVICES LLC,,1659642189,9032387626,"CHI NATIONAL HOME CARE, LLC",COMMONSPIRIT HEALTH,1100 N UNIVERSITY AVE STE 230,LITTLE ROCK,72207,05119,PULASKI,Arkansas,AR,"Little Rock-North Little Rock-Conway, AR",3.5,JACK HAWKINS,V.P. FINANCE & CFO,513-576-8478
367403,,1355521188,AVITA HEALTH SYSTEM,,1649385865,3577646116,CRAWFORD COUNTY SHARED HEALTH SERVICES,AVITA HOME HEALTH AND HOSPICE,1220 NORTH MARKET STREET,GALION,44833,39033,CRAWFORD,Ohio,OH,"Bucyrus, OH",4.5,NATALIE EARL,FINANCE DIRECTOR,419-462-8002
037496,,,,,1053964593,2668805169,EIGHT ANGELS HOME HEALTH LLC,,"1930 SOUTH ALMA SCHOOL ROAD, SUITE B 106",MESA,85210,04013,MARICOPA,Arizona,AZ,"Phoenix-Mesa-Chandler, AZ",-,BENJAMIN PUA,OWNER,480-878-8918
497803,,2961676929,NMCGR,,1003559931,6800278987,VINSON HALL AT HOME LLC,VINSON HALL AT HOME,6251 OLD DOMINION DR,MCLEAN,22101,51059,FAIRFAX,Virginia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3,LISA DESMOND,CHIEF NURSING OFFICER,703-970-3710
335620,,,,,1164406476,9436060969,THE UNITY HOSPITAL OF ROCHESTER,,89 GENESEE STREET,ROCHESTER,14611,36055,MONROE,New York,NY,"Rochester, NY",3,TIFFANY WELCH,ULC ADMINISTRATOR,585-368-3129
559756,,,,,1417904574,6103824990,"PREMIER INFUSION AND HEALTHCARE SERVICES, INC.",,19500 NORMANDIE AVE SUITE B,TORRANCE,90502,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",2.5,SINA REFUA,PRESIDENT,866-365-2525
107643,,,,,1588612857,0941362016,FLORIDA HOME BOUND MENTAL HEALTH AGENCY INC.,,1400 NE 125 ST,NORTH MIAMI,33161,12086,MIAMI-DADE,Florida,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",-,CAROL BIGGS-OWENS,ADMINISTRATOR,305-892-7272
757036,,1355756552,LP HOLDINGS GROUP INC,,1811588387,3476968678,EARLY BIRD HOME HEALTH,,3827 E COLORADO BLVD,PASADENA,91107,06037,LOS ANGELES,California,CA,"Los Angeles-Long Beach-Anaheim, CA",4,SOSE SIMONYAN,CEO,818-287-0066
297348,,,,,1770353328,7810335437,UNIMED HOME HEALTH LLC,UNIMED HOME HEALTH,6272 SPRING MOUNTAIN RD,LAS VEGAS,89146,32003,CLARK,Nevada,NV,"Las Vegas-Henderson-North Las Vegas, NV",-,OSCAR JAY BUSTAMANTE,PRESIDENT,702-722-7609
387077,,1254747835,"SIGNATURE GROUP HOLDINGS, LLC",,1831653989,9638411499,"SIGNATURE COASTAL, LLC",SIGNATURE HEALTHCARE AT HOME,798 SE HIGHWAY 101,LINCOLN CITY,97367,41041,LINCOLN,Oregon,OR,"Newport, OR",4,MARY KOFSTAD,PRESIDENT,971-224-2033
347232,,,,,1902015340,8325066236,"INTERIM HEALTHCARE OF THE TRIAD, INC.",,2100-T WEST CORNWALLIS DRIVE,GREENSBORO,27408,37081,GUILFORD,North Carolina,NC,"Greensboro-High Point, NC",4,TERRI PILKINGTON,CFO,252-206-7208
147923,,,,,1497701403,7012929888,"ASPEN HOME HEALTH, MEDICAL & REHABILITATION SERVICE, INCORPORATED",ASPEN HOME HEALTH CARE,"5244 WEST IRVING PARK ROAD, #1 WEST",CHICAGO,60641,17031,COOK,Illinois,IL,"Chicago-Naperville-Elgin, IL-IN",-,ADRIAN PINTEA,PRESIDENT/DIRECTOR OF NURSING,773-685-7338
117118,Pruitt Health @ Home,5193975993,NEIL L PRUITT JR TRUST,,1760420749,9032151246,"PRUITTHEALTH HOME HEALTH, INC.",PRUITTHEALTH @ HOME - ATLANTA,1626 JEURGENS COURT,NORCROSS,30093,13135,GWINNETT,Georgia,GA,"Atlanta-Sandy Springs-Roswell, GA",3.5,NEIL PRUITT,CHAIRMAN AND CEO,770-279-6200
190060,,3274427695,SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION INC,LAKE CHARLES MEMORIAL SPECIALTY PHARMACY,1972549855,3274427695,SOUTHWEST LOUISIANA HOSPITAL ASSOCIATION INC,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,70601,22019,CALCASIEU,Louisiana,LA,"Lake Charles, LA",4,DAWN JOHNSON,CHIEF FINANCIAL OFFIER,337-494-2094
369129,,,,,1508208604,5193952745,"COMMUNITY HEALTH NETWORK, LTD",,"1660 ENTERPRISE PARKWAY, SUITE A",WOOSTER,44691,39169,WAYNE,Ohio,OH,"Wooster, OH",1.5,SARA MARTY,ADMINISTRATOR,330-988-4966
239284,,,,,1316270234,8022158641,AMERICAN NURSING HOME HEALTH CARE INC,,6049 19 MILE RD,STERLING HEIGHTS,48314,26099,MACOMB,Michigan,MI,"Detroit-Warren-Dearborn, MI",4,RAID KAKOS,CEO,586-739-6950
059321,,,,,1457674137,8527191964,"HORIZON HEALTH CARE SYSTEMS, INC.",,"2488 TAPO STREET, SUITE #1",SIMI VALLEY,93063,06111,VENTURA,California,CA,"Oxnard-Thousand Oaks-Ventura, CA",1.5,NOEMI GALVEZ,ADMINISTRATOR,805-527-2139
237540,LHC Group,749192441,UNITEDHEALTH GROUP INCORPORATED,OPTUM HEALTH INC,1275678310,5597830299,INNOVATIVE SENIOR CARE HOME HEALTH OF DETROIT LLC,CARETENDERS,"32300 NORTHWESTERN HWY, STE 120",FARMINGTON HILLS,48334,26125,OAKLAND,Michigan,MI,"Detroit-Warren-Dearborn, MI",3,JOSHUA PROFFITT,PRESIDENT,337-233-1307
197178,,,,,1831171503,1052221447,CALCASIEU CAMERON HOSPITAL SERVICE DISTRICT,WEST CALCASIEU CAMERON HOSPITAL HHA,1327 STELLY LANE SUITE 1,SULPHUR,70663,22019,CALCASIEU,Louisiana,LA,"Lake Charles, LA",3.5,JOBIE JAMES,CFO,337-527-4143
109060,,,,,1437335627,7012087281,"GENESIS HEALTHCARE, LLC",ORIGIN HOME HEALTH CARE,441 APOLLO BEACH BLVD,APOLLO BEACH,33572,12057,HILLSBOROUGH,Florida,FL,"Tampa-St. Petersburg-Clearwater, FL",4,JOEL ARTAL,CFO,813-672-3949
397711,,,,,1588722813,7315193786,THE MEADOWOOD CORPORATION,MEADOWOOD CORPORATION,3205 SKIPPACK PIKE,WORCESTER,19490,42091,MONTGOMERY,Pennsylvania,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3,STEVEN WISNIEWSKI,CFO,610-584-1000
497786,,,,,1194178350,2163837055,HEALING HANDS HEALTH AGENCY LLC,,"17323 RICHMOND HIGHWAY, SUITE 201",DUMFRIES,22026,51153,PRINCE WILLIAM,Virginia,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,AFUA AYIM,ADMINISTRATOR,703-340-6697
